text,sentiment
tired today think gon na take nap friend come tonighti miss wish restriction already,negative
aaaaarrrrggghhh huge spider towel pile cry glad kerbear isnt sorry mum cant bring rest,negative
tired school work shower neighboures,negative
ok woke need get ready day getting twitterena submitted,neutral
_en waiting belgrade cant wait,neutral
good morning pretty outside today,positive
lol seriously fail sigh,negative
ever told absolutly hate writing email status pdates fine email muchfinalityto,negative
_suprnatural ok thanx much u send answer private mail u like would sooo cool wish birmingham,positive
nigel really enjoyed he got big scratch side inexplicably appeared afterwards,positive
need buy bluetooth device machine,neutral
wow,neutral
dont one dunno mom ever one,neutral
fact made sure cookie never delivered,neutral
parent decided drop tourdeus whole family house work,negative
good iodine dont think ill beryllium joining later im hyper arsenic hell though whee,positive
thanks information_technology washington angstrom ballroom dancing competition,positive
making cupcake say cant kelli youre bad sister,negative
finished tennis match lost tho,neutral
class sick hungry,negative
_cath couple year knew one couldnt find awhilehere,neutral
made sad thought youd jumping joy,neutral
storm seems coming way,neutral
oh dont really much opinion either way night rip everything,neutral
omg got sleep neighbor building deck theyve starting im tired feel like took benadryl,negative
running thing tweet wish could get reply come philippine tweeet,neutral
nice cant ever get ex,positive
thought apple store andor best buy guy wanted,neutral
flipping hairlossgotta go doc,negative
ever respond ppl,neutral
get whatthe baby sent twitter message behalf,neutral
presentation finished busted ankle stupido model broke catwalk twice fell hole beautiful bottle green mary janes,neutral
wish mom happy blessed mother day,positive
lovely attempt poetry,positive
_hansen darn realised pull one would far better response name suggestion,positive
astatine school blagh yay im acquiring iphone inch august,positive
want semester week half moving time,negative
nothing going guess,neutral
mean monday take test monday please please,neutral
hungry food steal,negative
well u brit wait day thought gon na realized guess worth wait,positive
um dont think text msg subject line fail,negative
reached plate get another bit toast realised id eaten nice feeling,negative
fellow twitterer anyone one leather jacket size fat person aka please let borrow,neutral
study according note copy youll fine,positive
wasnt invite yall get togethers either washington playin security state united_states beryllium quiet,negative
sitting home watching atl time todayy waiting jess come like go get marg head later second sat,neutral
getting ready bed happy mother day mother,positive
finished baking cinnamon roll soooo yummy,positive
great talk tony afternoon going give another go,positive
im tired miss dionee already,negative
talk _dunk httppartyendscomblogp cd release tonight stubbs wish could go support,neutral
truly nice movie merely could uracil imagine iodine idea sol,positive
bag look stylish congrats,positive
live tv coming xbox live uk httptinyurlcomkqah,neutral
aint got moment sorry,negative
httptwitpiccomqo brown snake bit duck named elvis anyway ahaha elvis soo cutee nicho,positive
trying record audio source maybe need specific program im good thank hehe,positive
aw zach wasnt feeling well hope get better babysitting canceled,neutral
jonas second episode aww nick handsome,positive
lol academyish haha really really miss ob,negative
better get need fix,negative
happy mother day x mum love,positive
feeling good win information_technology nice softball champion bring season,positive
ian waiting important pic,neutral
cashflow forecast fun big red number arent,neutral
riot,negative
im,neutral
iodine love guy get australia inch december birthday,positive
iodine rich_person give beloved red sox ticket argh meeting washington schedule inch ca,negative
convinced always wanted signal give think lost another friend,negative
_ dont worry theyll get bored hang dont give,negative
course im almost there traffic,neutral
feel like one gym machine work rather,neutral
yes would pretty creepy think bit innocent think want sell icecream,neutral
oh no tv broken red standby light anything checked plug fuse inside,negative
love mom dad come visit nothin better,neutral
angstrom little earlier iodine desire beryllium phone ring exercise angstrom good manner start day right,positive
hmm vpn plant fine oh wait iodine dont need vpn anymore httptinyurlcomcaotu,positive
iï½m jbobsessed xd iodine girl soooooo much rich_person angstrom populate web cast bookface every thursday xd,negative
didnt yet never texted backk,neutral
departure angstrom garden centre today beryllium funn presently drinking egyptian spice tea observation hollyoaks,positive
healthy wish may start saying,positive
awake nap,neutral
glad hear busy day today,positive
well slacking earned c least everything else b next school year b esh,positive
cont angstrom bastardize version french fun believe,positive
race saturday night jimmie didnt great he still rd place,negative
hell july im soo stoked especially since sleep u lol refuse wear diaper anymore,positive
nice ordered mom gift sister something different unexpected,positive
catch maine astatine lunch today correct helium stalk maine,positive
hotness personified,positive
review done new sentence iknow done wow role,neutral
washing dish hard,negative
lost luggage sorry hear check selection travel luggage httpbudurlcommua,negative
blog set private,neutral
aparantly starwarsday enjoy dont quite know kent happy anywho,neutral
downloadfestivals lineup isnt good thought awesome band festival missing dl,neutral
_claire sunny send,neutral
